Date,Open,High,Low,Close,Adj Close,Volume,Tweet Score,Tweet Volume
2012-09-04,72.769997,73.839996,72.570000,73.510002,64.493294,8524100,0.5,0
2012-09-05,73.860001,73.949997,73.370003,73.550003,64.528389,7964100,0.5,0
2012-09-06,73.980003,74.809998,73.839996,74.809998,65.633820,6508500,0.5,0
2012-09-07,74.699997,74.800003,73.500000,73.820000,64.765266,6621400,0.5,0
2012-09-10,73.889999,74.120003,73.500000,73.510002,64.493294,6500100,0.5,0
2012-09-11,73.720001,74.419998,73.550003,74.059998,64.975815,5291400,0.5,0
2012-09-12,74.059998,74.349998,73.750000,74.070000,64.984604,4297800,0.5,0
2012-09-13,73.949997,75.190002,73.949997,75.139999,65.923347,7407400,0.5,0
2012-09-14,74.839996,74.989998,74.260002,74.500000,65.361847,8535700,0.5,0
2012-09-17,74.360001,74.680000,73.870003,73.989998,64.914413,6854600,0.5,0
2012-09-18,73.849998,74.169998,73.680000,73.949997,64.879303,5304100,0.5,0
2012-09-19,74.250000,74.629997,73.989998,74.370003,65.247810,5655900,0.5,0
2012-09-20,74.320000,74.820000,74.320000,74.750000,65.581192,4523200,0.5,0
2012-09-21,74.959999,75.089996,74.330002,74.449997,65.317978,10562300,0.5,0
2012-09-24,74.199997,74.959999,74.180000,74.739998,65.572403,4413700,0.5,0
2012-09-25,74.910004,75.050003,74.260002,74.260002,65.151299,6424700,0.5,0
2012-09-26,74.160004,74.839996,74.139999,74.190002,65.089882,4804900,0.5,0
2012-09-27,74.370003,74.500000,73.830002,73.980003,64.905663,5390100,0.5,0
2012-09-28,73.860001,74.059998,73.419998,73.800003,64.747704,6021000,0.5,0
2012-10-01,73.800003,74.489998,73.800003,74.050003,64.967064,4662300,0.5,0
2012-10-02,73.980003,74.360001,73.629997,73.750000,64.703850,4236500,0.5,0
2012-10-03,74.029999,74.750000,73.750000,74.199997,65.098648,8164700,0.5,0
2012-10-04,74.510002,75.010002,74.510002,74.720001,65.554878,5000900,0.5,0
2012-10-05,74.940002,75.500000,74.889999,75.129997,65.914566,5205100,0.5,0
2012-10-08,75.160004,75.550003,75.059998,75.250000,66.019867,4545900,0.5,0
2012-10-09,75.160004,75.379997,74.129997,74.139999,65.046005,8307300,0.5,0
2012-10-10,74.650002,76.809998,74.639999,75.419998,66.169029,19364800,0.5,0
2012-10-11,76.599998,76.610001,74.949997,75.010002,65.809296,8325500,0.5,0
2012-10-12,75.419998,76.040001,75.300003,75.809998,66.511177,8029300,0.5,0
2012-10-15,75.870003,77.349998,75.559998,77.150002,67.686806,9669600,0.5,0
2012-10-16,77.599998,77.599998,76.690002,76.910004,67.476242,6310100,0.5,0
2012-10-17,77.330002,77.500000,76.480003,77.029999,67.581528,7494500,0.5,0
2012-10-18,77.019997,77.230003,76.169998,76.559998,67.169174,7325700,0.5,0
2012-10-19,76.580002,76.709999,75.430000,75.620003,66.344475,6942500,0.5,0
2012-10-22,75.680000,75.779999,75.089996,75.650002,66.370804,5425400,0.5,0
2012-10-23,75.050003,75.489998,74.510002,74.760002,65.589981,5833900,0.5,0
2012-10-24,74.930000,75.000000,74.519997,74.820000,65.642593,4583200,0.5,0
2012-10-25,75.300003,75.500000,74.889999,75.320000,66.081276,4432900,0.5,0
2012-10-26,75.199997,75.419998,74.680000,75.110001,65.897034,4446900,0.5,0
2012-10-31,75.250000,75.680000,74.129997,75.019997,65.818069,6551200,0.5,0
2012-11-01,75.129997,75.160004,73.150002,73.449997,64.440643,12943600,0.5,0
2012-11-02,73.459999,73.570000,72.709999,72.769997,63.844048,8563500,0.5,0
2012-11-05,72.660004,73.199997,72.650002,73.139999,64.168655,4767700,0.5,0
2012-11-06,73.169998,74.279999,73.129997,73.760002,64.712624,5334400,0.5,0
2012-11-07,73.419998,73.900002,72.860001,73.110001,64.142357,6809900,0.5,0
2012-11-08,73.010002,73.980003,72.480003,72.480003,63.589622,7137100,0.5,0
2012-11-09,72.129997,72.599998,71.919998,72.309998,63.440479,6891400,0.5,0
2012-11-12,72.269997,72.599998,71.900002,72.480003,63.589622,4382800,0.5,0
2012-11-13,71.970001,72.300003,71.180000,71.809998,63.001823,8977400,0.5,0
2012-11-14,71.860001,72.000000,71.080002,71.309998,62.563133,9111300,0.5,0
2012-11-15,69.660004,69.690002,67.849998,68.720001,60.290833,23048900,0.5,0
2012-11-16,68.589996,68.690002,67.879997,68.029999,59.685455,12257100,0.5,0
2012-11-19,68.150002,69.129997,67.650002,69.019997,60.554024,12835700,0.5,0
2012-11-20,69.239998,69.239998,68.449997,69.000000,60.536476,9394600,0.5,0
2012-11-21,68.860001,69.059998,68.680000,68.889999,60.439968,7039600,0.5,0
